"type_1_npi","life_science_firm_name","product_name","nature_of_payment","year","amount"
"1801051933","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2019","59.54"
"1730342023","STIMWAVE TECHNOLOGIES INCORPORATED","","Food and Beverage","2019","57.56"
"1982829982","RETROPHIN, INC.","(815) THIOLA","Food and Beverage","2019","18.78"
"1609975184","TEVA PHARMACEUTICALS USA, INC.","AJOVY","Food and Beverage","2019","37.85"
"1699724070","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","PRADAXA","Food and Beverage","2018","32.57"
"1942793484","ALCON VISION LLC","DAILIES","Food and Beverage","2021","270.75998"
"1982691655","SUPERNUS PHARMACEUTICALS, INC.","TROKENDI XR","Food and Beverage","2018","2120.01"
"1477889509","PFIZER INC.","PREVNAR 20","Food and Beverage","2023","19.13"
"1952536674","DAVOL INC.","PROGEL","Food and Beverage","2021","45.41"
"1548220403","OTSUKA AMERICA PHARMACEUTICAL, INC.","JYNARQUE","Food and Beverage","2020","21.02"
"1215000914","MERCK SHARP & DOHME CORPORATION","JANUVIA","Food and Beverage","2016","39.95"
"1205806015","NESTLE HEALTHCARE NUTRITION INC.","ZENPEP","Food and Beverage","2021","43.27"
"1508180324","PFIZER INC.","XTANDI","Food and Beverage","2023","12.71"
"1790787232","NOVOCURE INC.","OPTUNE","Food and Beverage","2017","15.2"
"1801107552","ALLERGAN INC.","","Food and Beverage","2017","14.65"
"1720371321","TAKEDA PHARMACEUTICALS AMERICA, INC.","TRINTELLIX","Food and Beverage","2018","26.24"
"1689710279","ENDOLOGIX, INC.","OVATION","Food and Beverage","2019","173.3"
"1770558801","MEDTRONIC, INC.","V-LOC 180","Food and Beverage","2022","12.27"
"1215449004","GALDERMA LABORATORIES, L.P.","","Food and Beverage","2023","463.06"
"1194821553","INSULET CORPORATION","OMNIPOD","Food and Beverage","2022","56.27"
"1780247627","AMGEN INC.","TEZSPIRE","Food and Beverage","2023","23.53"
"1306100060","DENTSPLY INTERNATIONAL","ENHANCE","Consulting Fee","2017","115.6"
"1770600561","SCICAN INC","BRAVO DOOR GASKET","Gift","2017","303.2"
"1346301538","GLAXOSMITHKLINE, LLC.","ANORO ELLIPTA","Food and Beverage","2020","184.65"
"1366542300","MALLINCKRODT LLC","ACTHAR","Food and Beverage","2016","13"
"1982746657","SANOFI PASTEUR INC.","FLUZONE INTRADERMAL","Food and Beverage","2016","13.43"
"1659682094","GENENTECH, INC.","GAZYVA","Food and Beverage","2018","23.68"
"1316145451","SIRONA DENTAL SYSTEMS INC.","DENTAL EQUIPMENT","Food and Beverage","2017","248.75"
"1083675433","ARBOR PHARMACEUTICALS, INC.","BIDIL","Food and Beverage","2018","44.67"
"1972948081","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2021","18.16"
"1174652069","ALMIRALL LLC","SEYSARA","Food and Beverage","2023","17.94"
"1316257314","NOVARTIS PHARMACEUTICALS CORPORATION","","Food and Beverage","2023","33.52"
"1891123659","TEVA PHARMACEUTICALS USA, INC.","AJOVY","Food and Beverage","2023","15.5"
"1285618959","MEDAC PHARMA, INC.","RASUVO","Food and Beverage","2018","16.94"
"1659683357","ASTRAZENECA PHARMACEUTICALS LP","","Food and Beverage","2022","22.28"
"1326048224","CELGENE CORPORATION","","Food and Beverage","2018","35"
"1548257876","SALIX PHARMACEUTICALS, A DIVISION OF BAUSCH HEALTH US, LLC","XIFAXAN","Food and Beverage","2022","33.83"
"1669539839","SANOFI-AVENTIS U.S. LLC","SOLIQUA 100/33","Food and Beverage","2021","54.38"
"1811901390","MYLAN PHARMACEUTICALS INC.","DYMISTA","Food and Beverage","2017","11.19"
"1457449589","SMITH & NEPHEW, INC.","PICO 14","Food and Beverage","2020","12.03"
"1720331440","INCYTE CORPORATION","","Education","2023","99"
"1841344231","ROMARK LABORATORIES, LC","ALINIA","Food and Beverage","2020","6.81"
"1407195688","BAYER HEALTHCARE PHARMACEUTICALS INC.","KERENDIA","Food and Beverage","2023","29.33"
"1669585378","TEVA PHARMACEUTICALS USA, INC.","AJOVY","Food and Beverage","2019","32.29"
"1740427079","ABBVIE, INC.","MAVYRET","Food and Beverage","2020","145.73"
"1770553430","FERRING PHARMACEUTICALS INC.","FIRMAGON","Food and Beverage","2016","124.630005"
"1497747596","SEAGEN INC.","TUKYSA","Food and Beverage","2023","148.41"
"1164484218","IDORSIA PHARMACEUTICALS US INC","QUVIVIQ","Food and Beverage","2023","15.15"
"1114013927","AURINIA PHARMA U.S., INC.","LUPKYNIS","Food and Beverage","2021","52.99"
"1033151014","NOVO NORDISK INC","VICTOZA","Education","2017","6.95"
"1376176081","NOVO NORDISK INC","OZEMPIC","Food and Beverage","2021","19.64"
"1598788499","GENENTECH, INC.","","Food and Beverage","2022","19.72"
"1568482230","AMGEN INC.","AIMOVIG","Food and Beverage","2019","46.96"
"1659385151","MERCK SHARP & DOHME CORPORATION","GARDASIL 9","Food and Beverage","2023","23.81"
"1033469648","ABBVIE, INC.","LINZESS","Food and Beverage","2023","24.4"
"1679675375","MERCK SHARP & DOHME CORPORATION","VERQUVO","Education","2022","10.85"
"1679877583","TAKEDA PHARMACEUTICALS AMERICA, INC.","MOTEGRITY","Food and Beverage","2021","15.81"
"1760457469","CHIESI USA, INC.","KENGREAL 50MG/10ML L","Food and Beverage","2020","143.97"
"1619138096","SANOFI-AVENTIS U.S. LLC","SOLIQUA 100/33","Food and Beverage","2022","38.64"
"1447417910","PULPDENT CORPORATION","","Food and Beverage","2016","20.03"
"1457432379","ALLERGAN INC.","","Food and Beverage","2016","14.7"
"1922112440","AMGEN INC.","PROLIA","Food and Beverage","2016","28.2"
"1043401698","SUNOVION PHARMACEUTICALS INC.","LONHALA MAGNAIR","Travel and Lodging","2018","10149.81"
"1477702082","THE MEDICINES COMPANY","ORBACTIV","Food and Beverage","2017","30.07"
"1780763631","TAKEDA PHARMACEUTICALS AMERICA, INC.","ULORIC","Food and Beverage","2017","27.78"
"1548451040","ZIMMER BIOMET HOLDINGS, INC.","BIOMET SPINALPAK","Food and Beverage","2018","15.46"
"1326246018","BOSTON SCIENTIFIC CORPORATION","GENERAL THERAPIES","Food and Beverage","2021","41.16"
"1629196399","ABBVIE, INC.","UBRELVY","Speaking / Faculty Fee (Non-CME-related)","2022","44400"
"1558397430","SIEMENS MEDICAL SOLUTIONS USA, INC.","MAGNETOM FREE.MAX","Travel and Lodging","2022","313.61"
"1477903441","THOMMEN MEDICAL USA, LLC","","Food and Beverage","2023","312.8"
"1215971262","ABBVIE, INC.","","Food and Beverage","2018","24.18"
"1518117795","BIODELIVERY SCIENCES INTERNATIONAL, INC.","BELBUCA","Food and Beverage","2017","124.97"
"1073571733","SUNOVION PHARMACEUTICALS INC.","LONHALA MAGNAIR","Food and Beverage","2020","14.39"
"1811164528","ABBOTT LABORATORIES","PRESSUREWIRE FFR","Food and Beverage","2018","3.31"
"1568402683","ASTRAZENECA PHARMACEUTICALS LP","BREZTRI AEROSPHERE","Food and Beverage","2020","24.95"
"1336219849","MEDTRONIC, INC.","NANOCROSS ELITE","Food and Beverage","2017","12.9"
"1649217704","SUNOVION PHARMACEUTICALS INC.","UTIBRON","Food and Beverage","2017","32.28"
"1528043866","LUPIN INC.","SOLOSEC","Food and Beverage","2018","26"
"1417284407","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2022","141.73"
"1437209103","SHIRE NORTH AMERICAN GROUP INC","","Food and Beverage","2016","34.76"
"1730180860","AMGEN INC.","PROLIA","Food and Beverage","2017","132.19"
"1770565905","GENENTECH, INC.","OCREVUS","Food and Beverage","2017","54.23"
"1295749919","GILEAD SCIENCES, INC.","","Food and Beverage","2018","99.24"
"1255336756","ALLERGAN INC.","NATRELLE SALINE-FILLED BREAST IMPLANTS","Food and Beverage","2021","143.94"
"1306860465","VIFOR PHARMA, INC.","VELTASSA","Food and Beverage","2022","30.490002"
"1316107147","ALLERGAN INC.","BOTOX","Food and Beverage","2020","364.69"
"1558542084","SUN PHARMACEUTICAL INDUSTRIES INC.","BROMSITE","Food and Beverage","2016","44.14"
"1811125859","STRYKER CORPORATION","MAKO","Food and Beverage","2018","181.14"
"1184717241","TULSA DENTAL PRODUCTS LLC","WAVEONE","Food and Beverage","2018","23.22"
"1841244910","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","STIOLTO RESPIMAT","Food and Beverage","2020","18.34"
"1558462424","BAYER HEALTHCARE PHARMACEUTICALS INC.","STIVARGA","Food and Beverage","2021","77.97"
"1770577090","FISHER & PAYKEL HEALTHCARE INC","OBSTRUCTIVE SLEEP APNEA DEVICE OR HOSPITAL RESPIRATORY EQUIPMENT","Food and Beverage","2019","69.54"
"1548235757","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","TRADJENTA","Food and Beverage","2022","83.48"
"1578564506","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","CYLTEZO","Food and Beverage","2023","20.04"
"1467614172","ABBVIE, INC.","HUMIRA","Speaking / Faculty Fee (Non-CME-related)","2020","3200"
"1669638078","INNOVASIS INC","","Food and Beverage","2022","178.66"
"1346204039","LUNDBECK LLC","VYEPTI","Food and Beverage","2020","11.86"
"1255656138","VIFOR PHARMA, INC.","VELTASSA","Food and Beverage","2023","107.07"
"1750344966","BLUE EARTH DIAGNOSTICS LIMITED","AXUMIN","Food and Beverage","2022","100.15"
"1457363384","BAYER HEALTHCARE PHARMACEUTICALS INC.","KERENDIA","Food and Beverage","2022","50.25"
"1972545119","MERCK SHARP & DOHME CORPORATION","BELSOMRA","Food and Beverage","2016","40.86"
"1245216811","IROKO PHARMACEUTICALS, LLC","ZORVOLEX","Food and Beverage","2016","15.27"
"1932115425","ELI LILLY AND COMPANY","TALTZ","Speaking / Faculty Fee (Non-CME-related)","2016","42050"
"1790132603","ALLERGAN INC.","","Education","2017","97.99"
"1447612213","BOSTON SCIENTIFIC CORPORATION","WATCHMAN","Food and Beverage","2019","269.22"
"1548204597","PFIZER INC.","PREVNAR - 13","Food and Beverage","2017","16.59"
"1265660062","ENDO PHARMACEUTICALS INC.","XIAFLEX","Food and Beverage","2021","153.52"
"1336166982","ABBVIE, INC.","VIEKIRA","Food and Beverage","2016","213.8"
"1821220336","MERCK SHARP & DOHME CORPORATION","ZEPATIER","Food and Beverage","2017","28.99"
"1396832416","MALLINCKRODT LLC","","Food and Beverage","2016","125"
"1821180175","BOSTON SCIENTIFIC CORPORATION","GENERAL  THERAPIES","Food and Beverage","2019","687.97"
"1770563264","BAYER HEALTHCARE PHARMACEUTICALS INC.","KYLEENA","Food and Beverage","2017","63.41"
"1114938586","PURDUE PHARMA L.P.","HYSINGLA ER","Food and Beverage","2016","117.32"
"1699731018","BAUSCH HEALTH US, LLC","STELLARIS PC","Speaking / Faculty Fee (Non-Accredited CME)","2018","5000"
"1215205828","ABBVIE, INC.","RINVOQ","Food and Beverage","2022","146.36"
"1326681313","ABBVIE, INC.","VENCLEXTA","Food and Beverage","2023","134.84"
"1124027552","MERCK SHARP & DOHME CORPORATION","RAGWITEK","Travel and Lodging","2016","929.99"
"1790385508","ZIMVIE INC.","DIEM2-REVITALIZE","Food and Beverage","2023","83.12"
"1952643603","ABBOTT LABORATORIES","EXCLAIM","Food and Beverage","2023","17.07"
"1992748149","BIOTRONIK INC.","","Food and Beverage","2019","826.42"
"1629452420","NOVARTIS PHARMACEUTICALS CORPORATION","TRAVATAN Z","Food and Beverage","2018","24.75"
"1336482702","MEDTRONIC, INC.","HAWKONE","Food and Beverage","2020","90.29"
"1760466304","SUNOVION PHARMACEUTICALS INC.","LATUDA","Food and Beverage","2021","16.87"
"1922275411","MEDTRONIC, INC.","AUTOFILL","Food and Beverage","2019","27.65"
"1063496438","E.R. SQUIBB & SONS, L.L.C.","SOTYKTU","Food and Beverage","2023","53.28"
"1598746463","ABBVIE, INC.","SKYRIZI","Food and Beverage","2023","4.94"
"1467507343","AMGEN INC.","ENBREL","Food and Beverage","2020","12.7"
"1124137278","ASTELLAS PHARMA INC","VESICARE","Food and Beverage","2019","14.35"
"1720051121","MYLAN PHARMACEUTICALS INC.","SYMFI LO","Food and Beverage","2018","12.84"
"1265452098","JANSSEN PHARMACEUTICALS, INC","INVEGA TRINZA","Food and Beverage","2016","38.71"
"1841287026","DAIICHI SANKYO INC.","MORPHABOND ER","Food and Beverage","2018","54.61"
"1578659496","ABBVIE, INC.","MAVYRET","Food and Beverage","2021","12.7"
"1114967239","SK LIFE SCIENCE, INC.","CENOBAMATE","Food and Beverage","2020","48.01"
"1043296353","REGENERON PHARMACEUTICALS, INC.","DUPIXENT","Food and Beverage","2022","14.08"
"1649420621","ZOLL SERVICES LLC (A/K/A ZOLL LIFECOR CORP)","LIFEVEST","Food and Beverage","2019","19.59"
"1720358799","FISHER & PAYKEL HEALTHCARE INC","FISHER & PAYKEL HEALTHCARE","Food and Beverage","2023","16.7"
"1881001956","GENZYME CORPORATION","DUPIXENT","Food and Beverage","2023","177.6"
"1801824552","HOLOGIC, LLC","NOVASURE","Food and Beverage","2016","24.85"
"1720067747","AMGEN INC.","PROLIA","Food and Beverage","2016","15.89"
"1376648337","MEDICAL DEVICE BUSINESS SERVICES, INC.","HARMONIC PRODUCT FAMILY","Travel and Lodging","2017","1788.49"
"1427212091","MEDACTA USA, INC.","AMISTEM","Food and Beverage","2017","32"
"1891892220","VANDA PHARMACEUTICALS INC.","FANAPT","Education","2022","6.81"
"1619961133","KARYOPHARM THERAPEUTICS INC.","XPOVIO","Consulting Fee","2021","112.5"
"1467893941","LILLY USA, LLC","MOUNJARO","Food and Beverage","2023","16.37"
"1699759563","EGALET US INC","SPRIX","Food and Beverage","2018","24.46"
"1205889698","PORTOLA PHARMACEUTICALS, INC.","ANDEXXA","Honoraria","2019","5000"
"1184914426","PFIZER INC.","CHANTIX","Food and Beverage","2018","36.41"
"1205809225","ALEXION PHARMACEUTICALS, INC.","","Food and Beverage","2021","124.99"
"1811019532","PFIZER INC.","LYRICA","Food and Beverage","2017","38.120003"
"1770068330","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2022","19.22"
"1184680845","COLLEGIUM PHARMACEUTICAL, INC.","XTAMPZA ER","Food and Beverage","2016","51.22"
"1669868543","SIGHT SCIENCES, INC.","OMNI(R) SURGICAL SYSTEM (US)","Food and Beverage","2021","33.58"
"1780615617","ASTRAZENECA PHARMACEUTICALS LP","SYMBICORT","Food and Beverage","2019","20.93"
"1891775789","MERCK SHARP & DOHME CORPORATION","KEYTRUDA","Food and Beverage","2019","421.17"
"1508250549","ASTELLAS PHARMA INC","PADCEV","Food and Beverage","2022","32.86"
"1184942138","GILEAD SCIENCES, INC.","","Food and Beverage","2022","101.270004"
"1043427438","CHIESI USA, INC.","CLEVIPREX","Food and Beverage","2021","24.49"
"1932165610","MEDTRONIC, INC.","INTELLIS","Food and Beverage","2021","22.27"
"1023148244","PHILIPS ELECTRONICS NORTH AMERICA CORPORATION","PERSONAL CARE UNDIV","Food and Beverage","2020","27.24"
"1386697514","E.R. SQUIBB & SONS, L.L.C.","ELIQUIS","Food and Beverage","2018","18.61"
"1376656603","NOVO NORDISK INC","SAXENDA","Food and Beverage","2022","14.19"
"1649330101","ALKERMES, INC.","VIVITROL 380 MG","Food and Beverage","2017","24.94"
"1881693810","E.R. SQUIBB & SONS, L.L.C.","ELIQUIS","Food and Beverage","2017","61.86"
"1548426984","BIOTRONIK INC.","ELUNA","Food and Beverage","2016","484.28"
"1821205626","ABBVIE, INC.","LUPRON","Food and Beverage","2016","20.71"
"1346731734","ALCON VISION LLC","TOTAL30","Food and Beverage","2021","15.22"
"1174555460","AMGEN INC.","REPATHA","Food and Beverage","2021","191"
"1033459193","ABBVIE, INC.","UBRELVY","Food and Beverage","2022","131.53"
"1851607006","PFIZER INC.","XTANDI","Education","2022","79.99"
"1124222708","HORIZON THERAPEUTICS PLC","DUEXIS","Food and Beverage","2017","10.83"
"1134236763","PFIZER INC.","COLOGUARD DNA CAPTURE REAGENTS","Food and Beverage","2021","28.71"
"1740241868","BIOHAVEN PHARMACEUTICALS, INC.","NURTEC ODT","Food and Beverage","2022","85.85"
"1366084394","SEAGEN INC.","TUKYSA","Food and Beverage","2021","16.74"
"1962799940","VERTOS MEDICAL, INC.","MILD DEVICE KIT","Food and Beverage","2022","27.93"
"1215371125","AMNEAL PHARMACEUTICALS LLC","LYVISPAH","Food and Beverage","2023","24.08"
"1639391501","SMITH+NEPHEW, INC.","REAL INTELLIGENCE","Food and Beverage","2023","147.99"
"1609855501","SHIRE NORTH AMERICAN GROUP INC","VYVANSE","Food and Beverage","2016","196.51"
"1730306242","XERIS PHARMACEUTICALS, INC.","GVOKE HYPOPEN","Food and Beverage","2023","18.26"
"1891955035","TAKEDA PHARMACEUTICALS AMERICA, INC.","TRINTELLIX","Food and Beverage","2021","208.45"
"1194706580","SANOFI-AVENTIS U.S. LLC","SOLIQUA","Food and Beverage","2017","21.95"
"1215118245","SOLTA MEDICAL, A DIVISION OF BAUSCH HEALTH US, LLC","","Consulting Fee","2023","38500"
"1598804346","MERCK SHARP & DOHME CORPORATION","","Food and Beverage","2017","17.93"
"1366439325","INDIVIOR INC.","SUBLOCADE","Food and Beverage","2018","57.7"
"1649649781","MERCK SHARP & DOHME CORPORATION","BELSOMRA","Food and Beverage","2023","14.33"
"1912971656","MISSION PHARMACAL COMPANY","BINOSTO","Food and Beverage","2017","47.45"
"1578579397","BAXTER HEALTHCARE","TISSEEL","Food and Beverage","2022","244.86"
"1891770939","MEDTRONIC, INC.","COREVALVE EVOLUT","Food and Beverage","2018","50.37"
"1962514018","AMGEN INC.","PARSABIV","Food and Beverage","2018","17.35"
"1962424218","ZIMVIE INC.","OSSEOTITE NT","Consulting Fee","2023","10212.5"
"1346248358","KOWA COMPANY, LTD.","LIVALO","Food and Beverage","2021","121.74"
"1083703904","MAQUET CARDIOVASCULAR L.L.C.","SENSATION","Food and Beverage","2018","16.78"
"1023185394","BAXTER HEALTHCARE","SURGICAL CARE - MICROSURGERY","Food and Beverage","2017","119.53"
"1679670822","JANSSEN PHARMACEUTICALS, INC","STELARA","Food and Beverage","2016","275.69"
"1902889413","NOVARTIS PHARMACEUTICALS CORPORATION","ENTRESTO","Food and Beverage","2017","146.99"
"1598880791","OTSUKA AMERICA PHARMACEUTICAL, INC.","REXULTI","Food and Beverage","2023","23.19"
"1740217215","MERCK SHARP & DOHME CORPORATION","GARDASIL","Food and Beverage","2018","62.89"
"1396795480","PFIZER INC.","PREVNAR 20","Food and Beverage","2022","13.72"
"1588816276","TERUMO MEDICAL CORPORATION","AZUR CX DETACHABLE","Food and Beverage","2022","17.03"
"1881653012","TAKEDA PHARMACEUTICALS AMERICA, INC.","DEXILANT","Food and Beverage","2017","16.27"
"1386991636","GLAXOSMITHKLINE, LLC.","ZEJULA","Food and Beverage","2022","72.83"
"1942233846","ABBVIE, INC.","QULIPTA","Food and Beverage","2021","4.69"
"1700040946","MINERVA SURGICAL, INC","","Food and Beverage","2023","89.94"
"1316679137","GLAXOSMITHKLINE, LLC.","ZEJULA","Food and Beverage","2023","26.47"
"1831355585","PFIZER INC.","ELIQUIS","Food and Beverage","2021","15.88"
"1366513376","SANOFI-AVENTIS U.S. LLC","TOUJEO","Food and Beverage","2016","26.220001"
"1891984175","OTSUKA AMERICA PHARMACEUTICAL, INC.","ABILIFY MAINTENA","Food and Beverage","2019","170.73"
"1003899436","ALLERGAN INC.","RESTASIS","Food and Beverage","2016","18.99"
"1104224815","AXSOME THERAPEUTICS, INC.","AUVELITY","Food and Beverage","2022","19.24"
"1629063219","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","JARDIANCE","Food and Beverage","2018","77.7"
"1487702387","GILEAD SCIENCES, INC.","","Food and Beverage","2021","111.97"
"1871804575","OTSUKA AMERICA PHARMACEUTICAL, INC.","SAMSCA","Food and Beverage","2019","15.45"
"1730260662","ALIGN TECHNOLOGY, INC.","INVISALIGN","Food and Beverage","2019","48.84"
"1316972425","AMAG PHARMACEUTICALS, INC.","VYLEESI","Education","2019","12.07"
"1194770941","TAKEDA PHARMACEUTICALS AMERICA, INC.","CONTRAVE","Food and Beverage","2016","12.21"
"1710950282","TAKEDA PHARMACEUTICALS AMERICA, INC.","VYVANSE","Food and Beverage","2021","17.08"
"1568401636","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2018","29.46"
"1558346981","ORMCO CORPORATION","DAMON","Food and Beverage","2022","350.58"
"1881986909","W. L. GORE & ASSOCIATES, INC.","VIABAHN VBX BALLOON EXPANDABLE ENDOPROSTHESIS","Food and Beverage","2018","131.93"
"1083975288","KERR CORPORATION","SEAL-TIGHT","Food and Beverage","2021","24.09"
"1235681123","AMGEN INC.","AIMOVIG","Food and Beverage","2022","132.3"
"1275849051","TAKEDA PHARMACEUTICALS AMERICA, INC.","TRINTELLIX","Food and Beverage","2016","35.47"
"1255399408","GLAXOSMITHKLINE, LLC.","BREO","Food and Beverage","2016","46.02"
"1871514729","BIOGEN, INC.","TYSABRI","Food and Beverage","2021","94.54"
"1407898943","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2018","37.32"
"1801880471","NOVO NORDISK INC","VICTOZA","Food and Beverage","2016","25.46"
"1750343760","NOVARTIS PHARMACEUTICALS CORPORATION","AIMOVIG","Food and Beverage","2019","16.81"
